开始时间,结束时间,报警代码,ErrorDetail,报警详情,报警分类,持续时间,工站,日期
2025-06-26 09:32:26,2025/6/26 9:34:12,V01VSDV-132-03,Popup:Platform1 CHG Assembly Top Photography Failed,弹窗:组CHG上相机拍照失败1,Vision Error,106.05,S2,2025-06-26
2025-06-26 09:34:42,2025/6/26 9:36:18,V01VSDV-132-03,Popup:Platform1 CHG Assembly Top Photography Failed,弹窗:组CHG上相机拍照失败1,Vision Error,95.8,S2,2025-06-26
2025-06-26 09:36:48,2025/6/26 9:38:18,V01VSDV-132-03,Popup:Platform1 CHG Assembly Top Photography Failed,弹窗:组CHG上相机拍照失败1,Vision Error,90.1,S2,2025-06-26
2025-06-26 09:48:53,2025/6/26 9:53:46,C04PNCY-37-03,Platform1 Rotating Clamping Cylinder Alarm ,YV0219_定位平台1Carrier旋转夹紧气缸报警,Cylinder Error,293.68,S2,2025-06-26
2025-06-26 09:56:09,2025/6/26 9:56:51,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,42.11,S2,2025-06-26
2025-06-26 09:57:50,2025/6/26 9:58:27,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,36.49,S2,2025-06-26
2025-06-26 10:01:37,2025/6/26 10:02:13,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,36.21,S2,2025-06-26
2025-06-26 10:09:59,2025/6/26 10:10:11,U01VGVV-62-03,CHG Feeding Vacuum Alarm ,YVV0205_CHG取料真空报警,Vacuum Error,12.06,S2,2025-06-26
2025-06-26 10:10:20,2025/6/26 10:10:22,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,1.59,S2,2025-06-26
2025-06-26 10:11:45,2025/6/26 10:12:01,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,15.52,S2,2025-06-26
2025-06-26 14:34:42,2025/6/26 14:35:52,U01VGVV-62-03,CHG Feeding Vacuum Alarm ,YVV0205_CHG取料真空报警,Vacuum Error,69.83,S2,2025-06-26
2025-06-26 14:36:04,2025/6/26 14:36:08,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,3.97,S2,2025-06-26
2025-06-26 15:29:33,2025/6/26 15:30:37,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,63.65,S2,2025-06-26
2025-06-26 15:43:11,2025/6/26 15:43:27,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,15.71,S2,2025-06-26
2025-06-26 15:44:02,2025/6/26 15:45:21,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,79.72,S2,2025-06-26
2025-06-26 15:46:06,2025/6/26 15:46:28,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,21.65,S2,2025-06-26
2025-06-26 15:50:39,2025/6/26 15:51:13,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,34.13,S2,2025-06-26
2025-06-26 16:09:24,2025/6/26 16:09:31,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,6.16,S2,2025-06-26
2025-06-26 16:10:30,2025/6/26 16:10:45,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,14.87,S2,2025-06-26
2025-06-26 16:15:58,2025/6/26 16:16:48,V02VSDV-123-03,Pop up: Platform 1 lock screw on camera to take NG,弹窗:平台1锁螺丝上相机拍照NG,Vision Error,50.11,S4,2025-06-26
2025-06-26 16:25:21,2025/6/26 16:25:47,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,25.98,S2,2025-06-26
2025-06-26 16:25:58,2025/6/26 16:26:36,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,37.9,S2,2025-06-26
2025-06-26 16:26:46,2025/6/26 16:26:49,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,2.91,S2,2025-06-26
2025-06-26 16:27:18,2025/6/26 16:27:30,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,12.52,S2,2025-06-26
2025-06-26 16:28:19,2025/6/26 16:28:27,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,8.38,S2,2025-06-26
2025-06-26 16:30:31,2025/6/26 16:30:37,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,6.06,S2,2025-06-26
2025-06-26 16:31:43,2025/6/26 16:31:48,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,5.04,S2,2025-06-26
2025-06-26 16:31:59,2025/6/26 16:32:18,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,19.01,S2,2025-06-26
2025-06-26 16:32:29,2025/6/26 16:32:36,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,7.02,S2,2025-06-26
2025-06-26 16:32:46,2025/6/26 16:33:11,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,25.6,S2,2025-06-26
2025-06-26 17:55:59,2025/6/26 17:56:29,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,29.38,S2,2025-06-26
2025-06-26 17:57:38,2025/6/26 17:57:55,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,17.68,S2,2025-06-26
2025-06-26 17:58:28,2025/6/26 17:58:38,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,10.02,S2,2025-06-26
2025-06-26 17:58:49,2025/6/26 17:58:59,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,10.84,S2,2025-06-26
2025-06-26 17:59:10,2025/6/26 18:00:32,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,82.29,S2,2025-06-26
2025-06-26 18:01:29,2025/6/26 18:01:33,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,3.45,S2,2025-06-26
2025-06-26 18:01:47,2025/6/26 18:02:00,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,12.38,S2,2025-06-26
2025-06-26 18:06:02,2025/6/26 18:06:21,V02VSDV-123-03,Pop up: Platform 1 lock screw on camera to take NG,弹窗:平台1锁螺丝上相机拍照NG,Vision Error,19.39,S4,2025-06-26
2025-06-26 18:06:23,2025/6/26 18:07:17,V02VSDV-123-03,Pop up: Platform 1 lock screw on camera to take NG,弹窗:平台1锁螺丝上相机拍照NG,Vision Error,53.58,S4,2025-06-26
2025-06-26 18:04:28,2025/6/26 18:08:30,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,242.2,S2,2025-06-26
2025-06-26 18:10:43,2025/6/26 18:11:23,C04PNCY-40-03,Platform1 Pushing Cylinder Alarm ,YV0222_定位平台1 推缸报警,Cylinder Error,39.29,S2,2025-06-26
2025-06-26 18:11:39,2025/6/26 18:11:46,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,6.26,S2,2025-06-26
2025-06-26 18:12:24,2025/6/26 18:12:29,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,4.87,S2,2025-06-26
2025-06-26 18:12:40,2025/6/26 18:12:54,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,14.45,S2,2025-06-26
2025-06-26 18:13:51,2025/6/26 18:13:57,C04PNCY-40-03,Platform1 Pushing Cylinder Alarm ,YV0222_定位平台1 推缸报警,Cylinder Error,6.26,S2,2025-06-26
2025-06-26 18:15:54,2025/6/26 18:16:19,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,24.53,S2,2025-06-26
2025-06-26 18:29:04,2025/6/26 18:29:29,V02VSDV-123-03,Pop up: Platform 1 lock screw on camera to take NG,弹窗:平台1锁螺丝上相机拍照NG,Vision Error,24.81,S4,2025-06-26
2025-06-26 18:52:32,2025/6/26 18:52:47,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,15.11,S2,2025-06-26
2025-06-26 19:23:04,2025/6/26 19:23:58,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,54.22,S2,2025-06-26
2025-06-27 08:10:21,2025/6/27 8:10:41,F01ESSE-01-03,Emergency Stop Alarm,设备急停报警,Safety Error,20.35,S2,2025-06-27
2025-06-27 08:13:13,2025/6/27 8:13:14,F01ESSE-01-03,Emergency stop alarm,设备急停报警,Safety Error,0.8,S4,2025-06-27
2025-06-27 08:13:36,2025/6/27 08:13:43,F01ESSE-01-03,Emergency stop alarm,设备急停报警,Safety Error,6.84,S5,2025-06-27
2025-06-27 08:35:14,2025/6/27 8:35:15,M99EEDE-04-03,1# Loading Y-axis - Alarm,1#Carrier上料Y轴报警,Motion Error,1.01,S2,2025-06-27
2025-06-27 08:35:36,2025/6/27 8:36:44,C04PNCY-29-03,Mainline Updown3 Cylinder Alarm ,YV0211_主流线顶升3上顶气缸报警,Cylinder Error,68.12,S2,2025-06-27
2025-06-27 08:36:55,2025/6/27 8:37:08,C04PNCY-29-03,Mainline Updown3 Cylinder Alarm ,YV0211_主流线顶升3上顶气缸报警,Cylinder Error,13.13,S2,2025-06-27
2025-06-27 08:55:59,2025/6/27 08:56:01,M99EEDE-08-03,Lock the screw module X-axis alarm,锁螺丝模组Y轴报警,Motion Error,2.73,S5,2025-06-27
2025-06-27 08:56:55,2025/6/27 08:56:56,F01ESSE-01-03,Emergency stop alarm,设备急停报警,Safety Error,1.01,S5,2025-06-27
2025-06-27 09:18:19,2025/6/27 9:18:45,V01VSDV-126-03,Popup:Picking Up SPK Top Photography Failed,弹窗:取SPK上相机拍照失败,Vision Error,26.25,S2,2025-06-27
2025-06-27 12:59:09,2025/6/27 12:59:53,V02VSDV-123-03,Pop up: Platform 1 lock screw on camera to take NG,弹窗:平台1锁螺丝上相机拍照NG,Vision Error,44.82,S4,2025-06-27
2025-06-27 13:18:41,2025/6/27 13:19:03,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,21.77,S2,2025-06-27
2025-06-27 13:27:38,2025/6/27 13:27:50,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,12.21,S2,2025-06-27
2025-06-27 13:28:20,2025/6/27 13:28:37,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,17.14,S2,2025-06-27
2025-06-27 13:30:21,2025/6/27 13:30:30,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,8.79,S2,2025-06-27
2025-06-27 13:31:21,2025/6/27 13:31:25,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,4.13,S2,2025-06-27
2025-06-27 13:50:54,2025/6/27 13:51:19,U01VGVV-62-03,CHG Feeding Vacuum Alarm ,YVV0205_CHG取料真空报警,Vacuum Error,24.78,S2,2025-06-27
2025-06-27 13:51:21,2025/6/27 13:51:25,U01VGVV-62-03,CHG Feeding Vacuum Alarm ,YVV0205_CHG取料真空报警,Vacuum Error,3.65,S2,2025-06-27
2025-06-27 13:52:03,2025/6/27 13:52:12,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,9.63,S2,2025-06-27
2025-06-27 13:52:13,2025/6/27 13:52:14,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,1.15,S2,2025-06-27
2025-06-27 13:52:44,2025/6/27 13:52:49,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,4.89,S2,2025-06-27
2025-06-27 13:53:18,2025/6/27 13:54:00,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,42.25,S2,2025-06-27
2025-06-27 13:54:01,2025/6/27 13:55:43,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,102.06,S2,2025-06-27
2025-06-27 13:55:43,2025/6/27 13:55:45,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,1.32,S2,2025-06-27
2025-06-27 13:59:27,2025/6/27 14:00:10,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,42.79,S2,2025-06-27
2025-06-27 14:02:08,2025/6/27 14:02:26,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,18.1,S2,2025-06-27
2025-06-27 15:58:10,2025/6/27 15:58:43,U01VGVV-63-03,Mainline Updown2 CHG Vacuum Alarm ,YVV0207_主流线顶升2吸CHG真空报警,Vacuum Error,33.18,S2,2025-06-27
2025-06-27 16:13:35,2025/6/27 16:13:48,U01VGVV-180-03,Popup:CHG Feeding Vacuum Alarm,弹窗：CHG取料真空报警,Vacuum Error,12.31,S2,2025-06-27
2025-06-27 16:13:49,2025/6/27 16:14:02,U01VGVV-180-03,Popup:CHG Feeding Vacuum Alarm,弹窗：CHG取料真空报警,Vacuum Error,12.83,S2,2025-06-27
2025-06-27 16:17:41,2025/6/27 16:17:54,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,12.78,S2,2025-06-27
2025-06-27 16:22:21,2025/6/27 16:22:46,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,25.01,S2,2025-06-27
2025-06-27 16:27:08,2025/6/27 16:27:23,U01VGVV-62-03,CHG Feeding Vacuum Alarm ,YVV0205_CHG取料真空报警,Vacuum Error,15.5,S2,2025-06-27
2025-06-27 16:27:27,2025/6/27 16:27:29,U01VGVV-62-03,CHG Feeding Vacuum Alarm ,YVV0205_CHG取料真空报警,Vacuum Error,1.81,S2,2025-06-27
2025-06-27 16:30:54,2025/6/27 16:34:02,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,188.1,S2,2025-06-27
2025-06-27 18:43:45,2025/6/27 18:44:19,U01VGVV-62-03,CHG Feeding Vacuum Alarm ,YVV0205_CHG取料真空报警,Vacuum Error,33.85,S2,2025-06-27
2025-06-27 18:58:49,2025/6/27 19:00:40,W01VSDV-142-03,Pop-up window: Platform 1 lock screw NG,弹窗:平台1锁螺丝NG,Screwing Error,110.84,S4,2025-06-27
2025-06-27 19:25:35,2025/6/27 19:26:19,U01VGVV-180-03,Popup:CHG Feeding Vacuum Alarm,弹窗：CHG取料真空报警,Vacuum Error,44.14,S2,2025-06-27
2025-06-28 08:02:58,2025/6/28 8:03:06,F01ESSE-01-03,Emergency Stop Alarm,设备急停报警,Safety Error,8.04,S2,2025-06-28
2025-06-28 08:06:33,2025/6/28 8:23:46,C02PNCY-45-03,Positioning platform 1Carrier rotary clamping cylinder alarm,定位平台1Carrier旋转夹紧气缸报警,Cylinder Error,1033.22,S4,2025-06-28
2025-06-28 09:24:49,2025/6/28 9:24:59,U01VGVV-62-03,CHG Feeding Vacuum Alarm ,YVV0205_CHG取料真空报警,Vacuum Error,9.73,S2,2025-06-28
2025-06-28 09:41:05,2025/6/28 9:41:30,C02PNCY-40-03,Main line jacking up 3Carrier press open cylinder alarm,主流线顶升3Carrier 压料打开气缸报警,Cylinder Error,24.66,S4,2025-06-28
2025-06-28 09:51:35,2025/6/28 9:51:44,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,9.14,S2,2025-06-28
2025-06-28 09:53:17,2025/6/28 9:53:22,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,5.04,S2,2025-06-28
2025-06-28 09:54:28,2025/6/28 9:54:36,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,8.17,S2,2025-06-28
2025-06-28 10:55:25,2025/6/28 10:55:44,U01VGVV-62-03,CHG Feeding Vacuum Alarm ,YVV0205_CHG取料真空报警,Vacuum Error,18.29,S2,2025-06-28
2025-06-28 11:00:33,2025/6/28 11:00:41,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,7.76,S2,2025-06-28
2025-06-28 11:11:29,2025/6/28 11:11:40,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,10.65,S2,2025-06-28
2025-06-28 11:12:49,2025/6/28 11:12:55,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,6.7,S2,2025-06-28
2025-06-28 13:00:23,2025/6/28 13:00:44,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,20.6,S2,2025-06-28
2025-06-28 13:07:20,2025/6/28 13:07:28,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,7.6,S2,2025-06-28
2025-06-28 13:08:41,2025/6/28 13:08:58,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,16.78,S2,2025-06-28
2025-06-28 13:09:28,2025/6/28 13:09:39,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,11.25,S2,2025-06-28
2025-06-28 13:10:11,2025/6/28 13:10:20,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,9.46,S2,2025-06-28
2025-06-28 13:19:16,2025/6/28 13:19:26,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,9.87,S2,2025-06-28
2025-06-28 13:20:29,2025/6/28 13:20:38,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,9.77,S2,2025-06-28
2025-06-28 13:22:23,2025/6/28 13:22:29,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,5.94,S2,2025-06-28
2025-06-28 13:33:32,2025/6/28 13:33:57,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,24.46,S2,2025-06-28
2025-06-28 13:45:21,2025/6/28 13:45:34,V01VSDV-132-03,Popup:Platform1 CHG Assembly Top Photography Failed,弹窗:组CHG上相机拍照失败1,Vision Error,12.52,S2,2025-06-28
2025-06-28 13:45:34,2025/6/28 13:46:59,V01VSDV-132-03,Popup:Platform1 CHG Assembly Top Photography Failed,弹窗:组CHG上相机拍照失败1,Vision Error,84.65,S2,2025-06-28
2025-06-28 13:51:25,2025/6/28 13:51:38,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,12.91,S2,2025-06-28
2025-06-28 13:55:17,2025/6/28 13:55:30,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,12.53,S2,2025-06-28
2025-06-28 14:00:23,2025/6/28 14:00:36,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,12.97,S2,2025-06-28
2025-06-28 14:01:35,2025/6/28 14:01:38,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,2.23,S2,2025-06-28
2025-06-28 14:02:08,2025/6/28 14:02:17,C04PNCY-43-03,Platform1 CHG Holding Updown Cylinder Alarm ,YV0225_定位平台1CHG压料升降气缸报警,Cylinder Error,9.08,S2,2025-06-28
2025-06-28 14:05:12,2025/6/28 14:05:20,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,7.86,S2,2025-06-28
2025-06-28 14:05:55,2025/6/28 14:06:01,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,6.51,S2,2025-06-28
2025-06-28 14:14:46,2025/6/28 14:14:55,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,8.38,S2,2025-06-28
2025-06-28 14:15:10,2025/6/28 14:15:20,V01VSDV-131-03,Popup:Platform1 SPK Assembly Top Photography Failed,弹窗:组SPK上相机拍照失败1,Vision Error,9.49,S2,2025-06-28
2025-06-28 14:17:17,2025/6/28 14:17:27,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,9.74,S2,2025-06-28
2025-06-28 15:20:20,2025/6/28 15:20:49,V02VSDV-123-03,Pop up: Platform 1 lock screw on camera to take NG,弹窗:平台1锁螺丝上相机拍照NG,Vision Error,28.31,S4,2025-06-28
2025-06-28 15:20:51,2025/6/28 15:20:53,V02VSDV-123-03,Pop up: Platform 1 lock screw on camera to take NG,弹窗:平台1锁螺丝上相机拍照NG,Vision Error,1.89,S4,2025-06-28
2025-06-28 15:20:54,2025/6/28 15:21:40,V02VSDV-123-03,Pop up: Platform 1 lock screw on camera to take NG,弹窗:平台1锁螺丝上相机拍照NG,Vision Error,45.66,S4,2025-06-28
2025-06-28 16:02:55,2025/6/28 16:03:59,V01VSDV-132-03,Popup:Platform1 CHG Assembly Top Photography Failed,弹窗:组CHG上相机拍照失败1,Vision Error,63.75,S2,2025-06-28
2025-06-28 16:06:29,2025/6/28 16:06:44,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,14.7,S2,2025-06-28
2025-06-28 16:15:09,2025/6/28 16:15:13,V02VSDV-156-03,Popup:Platform1 Rejude Photography Failed,弹窗:平台1复检拍照失败,Vision Error,4.27,S2,2025-06-28
2025-06-28 16:16:10,2025/6/28 16:16:15,V01VSDV-131-03,Popup:Platform1 SPK Assembly Top Photography Failed,弹窗:组SPK上相机拍照失败1,Vision Error,4.69,S2,2025-06-28
2025-06-28 16:16:15,2025/6/28 16:16:25,V01VSDV-131-03,Popup:Platform1 SPK Assembly Top Photography Failed,弹窗:组SPK上相机拍照失败1,Vision Error,9.37,S2,2025-06-28
2025-06-28 16:16:25,2025/6/28 16:16:52,V01VSDV-131-03,Popup:Platform1 SPK Assembly Top Photography Failed,弹窗:组SPK上相机拍照失败1,Vision Error,27.51,S2,2025-06-28
2025-06-28 16:16:53,2025/6/28 16:16:57,V01VSDV-131-03,Popup:Platform1 SPK Assembly Top Photography Failed,弹窗:组SPK上相机拍照失败1,Vision Error,4.62,S2,2025-06-28
2025-06-28 16:23:12,2025/6/28 16:23:16,V01VSDV-131-03,Popup:Platform1 SPK Assembly Top Photography Failed,弹窗:组SPK上相机拍照失败1,Vision Error,3.96,S2,2025-06-28
2025-06-28 16:23:16,2025/6/28 16:23:50,V01VSDV-131-03,Popup:Platform1 SPK Assembly Top Photography Failed,弹窗:组SPK上相机拍照失败1,Vision Error,33.81,S2,2025-06-28
2025-06-28 16:27:32,2025/6/28 16:27:34,F01ESSE-01-03,Emergency Stop Alarm,设备急停报警,Safety Error,2.22,S2,2025-06-28
2025-06-28 16:30:08,2025/6/28 16:30:17,F01ESSE-01-03,Emergency stop alarm,设备急停报警,Safety Error,8.75,S4,2025-06-28
